ResponseId,age_group,gender,computer_use_confide,sweet_food_affinity,computer_os,sidebar_rating,categorization_rating,category_sidebar_rating,IV1,arrangement,ecomm_frequence,trial_id,IV2,IV3,ease_of_use_task_completion,ease_of_use_navigate_to_browsing,ease_of_use_find_cupcake,ease_of_use_total_time
R_UfKVwc8Ysy6pN1n,between 20 and 30,Female,Confident,Like,macOs,7.0,3.0,2.0,fixed-sidebar,3,Last purchased between 1 week and 1 month,15,category_sidebar_with_sub-categorization,3-cupcakes,2.0,2.0,2.0,2.0
R_1cTAX495KgNw4zW,between 20 and 30,Male,Confident,Somewhat dislike,macOs,6.0,5.0,7.0,fixed-sidebar,6,Last purchansed more than 1 month ago,15,category_sidebar_with_sub-categorization,3-cupcakes,2.0,1.0,2.0,2.0
R_3hDv6lQBiaJSbmx,between 20 and 30,Female,Very confident,Somewhat like,macOs,6.0,5.0,5.0,fixed-sidebar,2,Last purchased within 1 week,15,category_sidebar_with_sub-categorization,3-cupcakes,2.0,2.0,2.0,3.0
R_3JaYb1pOqZxJWjR,between 20 and 30,Male,Very confident,Like a lot,Other,6.0,6.0,3.0,fixed-sidebar,6,Last purchased within 1 week,15,category_sidebar_with_sub-categorization,3-cupcakes,1.0,1.0,1.0,1.0
R_4GvYKPN7O7VmLE5,between 20 and 30,Female,Very confident,Like a lot,Windows,5.0,6.0,4.0,fixed-sidebar,3,Last purchased within 1 week,15,category_sidebar_with_sub-categorization,3-cupcakes,2.0,3.0,3.0,3.0
R_BVzB1em5zins9Ed,between 20 and 30,Female,Very confident,Somewhat like,Windows,7.0,7.0,7.0,fixed-sidebar,6,Last purchased between 1 week and 1 month,15,category_sidebar_with_sub-categorization,3-cupcakes,3.0,3.0,3.0,3.0
R_3JEPAzSSS7vl7m8,between 20 and 30,Female,Confident,Somewhat like,macOs,6.0,4.0,6.0,fixed-sidebar,2,Last purchased within 1 week,15,category_sidebar_with_sub-categorization,3-cupcakes,1.0,1.0,1.0,2.0
R_R9rAxbkMUkt1JD3,between 20 and 30,Female,Confident,Somewhat like,Windows,3.0,5.0,5.0,fixed-sidebar,3,Last purchansed more than 1 month ago,15,category_sidebar_with_sub-categorization,3-cupcakes,-1.0,-1.0,0.0,-1.0
R_2Ug3SEeklouMcjf,between 20 and 30,Male,Confident,Neither like nor dislike,macOs,6.0,6.0,6.0,fixed-sidebar,4,Last purchased within 1 week,15,category_sidebar_with_sub-categorization,3-cupcakes,1.0,1.0,1.0,1.0
R_0wWEN41ItvEhPq1,between 20 and 30,Male,Very confident,Neither like nor dislike,macOs,5.0,5.0,5.0,fixed-sidebar,2,Last purchased within 1 week,15,category_sidebar_with_sub-categorization,3-cupcakes,1.0,1.0,1.0,1.0
R_1diRg3FdvVeuFW3,between 20 and 30,Female,Very confident,Somewhat like,macOs,5.0,6.0,5.0,fixed-sidebar,6,Last purchased within 1 week,15,category_sidebar_with_sub-categorization,3-cupcakes,2.0,1.0,2.0,1.0
R_x41neWaLb6waSPf,between 20 and 30,Female,Confident,Somewhat like,macOs,6.0,6.0,6.0,fixed-sidebar,1,Last purchased within 1 week,15,category_sidebar_with_sub-categorization,3-cupcakes,2.0,2.0,2.0,2.0
R_1FA0BdICJQM8hHO,between 20 and 30,Male,Confident,Like,macOs,5.0,6.0,6.0,fixed-sidebar,2,Last purchased between 1 week and 1 month,15,category_sidebar_with_sub-categorization,3-cupcakes,2.0,2.0,2.0,2.0
R_28J2ielzrCfvy71,between 20 and 30,Male,Very confident,Somewhat dislike,macOs,7.0,6.0,5.0,fixed-sidebar,3,Last purchased between 1 week and 1 month,16,original,3-cupcakes,3.0,2.0,1.0,0.0
R_1lsl8kCjFiBTyzK,between 20 and 30,Male,Very confident,Like a lot,macOs,7.0,7.0,7.0,fixed-sidebar,6,Last purchased between 1 week and 1 month,16,original,3-cupcakes,-3.0,-3.0,0.0,0.0
R_UfKVwc8Ysy6pN1n,between 20 and 30,Female,Confident,Like,macOs,7.0,3.0,2.0,fixed-sidebar,3,Last purchased between 1 week and 1 month,16,original,3-cupcakes,2.0,2.0,2.0,2.0
R_1cTAX495KgNw4zW,between 20 and 30,Male,Confident,Somewhat dislike,macOs,6.0,5.0,7.0,fixed-sidebar,6,Last purchansed more than 1 month ago,16,original,3-cupcakes,-2.0,-1.0,-2.0,-1.0
R_3hDv6lQBiaJSbmx,between 20 and 30,Female,Very confident,Somewhat like,macOs,6.0,5.0,5.0,fixed-sidebar,2,Last purchased within 1 week,16,original,3-cupcakes,2.0,2.0,2.0,3.0
R_3JaYb1pOqZxJWjR,between 20 and 30,Male,Very confident,Like a lot,Other,6.0,6.0,3.0,fixed-sidebar,6,Last purchased within 1 week,16,original,3-cupcakes,-1.0,-1.0,-1.0,-1.0
R_4GvYKPN7O7VmLE5,between 20 and 30,Female,Very confident,Like a lot,Windows,5.0,6.0,4.0,fixed-sidebar,3,Last purchased within 1 week,16,original,3-cupcakes,2.0,2.0,2.0,2.0
R_BVzB1em5zins9Ed,between 20 and 30,Female,Very confident,Somewhat like,Windows,7.0,7.0,7.0,fixed-sidebar,6,Last purchased between 1 week and 1 month,16,original,3-cupcakes,2.0,2.0,2.0,2.0
R_3JEPAzSSS7vl7m8,between 20 and 30,Female,Confident,Somewhat like,macOs,6.0,4.0,6.0,fixed-sidebar,2,Last purchased within 1 week,16,original,3-cupcakes,1.0,-1.0,1.0,2.0
R_R9rAxbkMUkt1JD3,between 20 and 30,Female,Confident,Somewhat like,Windows,3.0,5.0,5.0,fixed-sidebar,3,Last purchansed more than 1 month ago,16,original,3-cupcakes,-2.0,-2.0,-3.0,-2.0
R_2Ug3SEeklouMcjf,between 20 and 30,Male,Confident,Neither like nor dislike,macOs,6.0,6.0,6.0,fixed-sidebar,4,Last purchased within 1 week,16,original,3-cupcakes,-2.0,-2.0,-2.0,-2.0
R_0wWEN41ItvEhPq1,between 20 and 30,Male,Very confident,Neither like nor dislike,macOs,5.0,5.0,5.0,fixed-sidebar,2,Last purchased within 1 week,16,original,3-cupcakes,1.0,1.0,1.0,1.0
R_1diRg3FdvVeuFW3,between 20 and 30,Female,Very confident,Somewhat like,macOs,5.0,6.0,5.0,fixed-sidebar,6,Last purchased within 1 week,16,original,3-cupcakes,0.0,1.0,-2.0,1.0
R_x41neWaLb6waSPf,between 20 and 30,Female,Confident,Somewhat like,macOs,6.0,6.0,6.0,fixed-sidebar,1,Last purchased within 1 week,16,original,3-cupcakes,2.0,2.0,1.0,1.0
R_1FA0BdICJQM8hHO,between 20 and 30,Male,Confident,Like,macOs,5.0,6.0,6.0,fixed-sidebar,2,Last purchased between 1 week and 1 month,16,original,3-cupcakes,2.0,2.0,2.0,2.0
R_28J2ielzrCfvy71,between 20 and 30,Male,Very confident,Somewhat dislike,macOs,7.0,6.0,5.0,fixed-sidebar,3,Last purchased between 1 week and 1 month,17,original,3-cupcakes,3.0,2.0,1.0,0.0
R_1lsl8kCjFiBTyzK,between 20 and 30,Male,Very confident,Like a lot,macOs,7.0,7.0,7.0,fixed-sidebar,6,Last purchased between 1 week and 1 month,17,original,3-cupcakes,-3.0,-3.0,0.0,0.0
R_UfKVwc8Ysy6pN1n,between 20 and 30,Female,Confident,Like,macOs,7.0,3.0,2.0,fixed-sidebar,3,Last purchased between 1 week and 1 month,17,original,3-cupcakes,2.0,2.0,2.0,2.0
R_1cTAX495KgNw4zW,between 20 and 30,Male,Confident,Somewhat dislike,macOs,6.0,5.0,7.0,fixed-sidebar,6,Last purchansed more than 1 month ago,17,original,3-cupcakes,-2.0,-1.0,-2.0,-1.0
R_3hDv6lQBiaJSbmx,between 20 and 30,Female,Very confident,Somewhat like,macOs,6.0,5.0,5.0,fixed-sidebar,2,Last purchased within 1 week,17,original,3-cupcakes,2.0,2.0,2.0,3.0
R_3JaYb1pOqZxJWjR,between 20 and 30,Male,Very confident,Like a lot,Other,6.0,6.0,3.0,fixed-sidebar,6,Last purchased within 1 week,17,original,3-cupcakes,-1.0,-1.0,-1.0,-1.0
R_4GvYKPN7O7VmLE5,between 20 and 30,Female,Very confident,Like a lot,Windows,5.0,6.0,4.0,fixed-sidebar,3,Last purchased within 1 week,17,original,3-cupcakes,2.0,2.0,2.0,2.0
R_BVzB1em5zins9Ed,between 20 and 30,Female,Very confident,Somewhat like,Windows,7.0,7.0,7.0,fixed-sidebar,6,Last purchased between 1 week and 1 month,17,original,3-cupcakes,2.0,2.0,2.0,2.0
R_3JEPAzSSS7vl7m8,between 20 and 30,Female,Confident,Somewhat like,macOs,6.0,4.0,6.0,fixed-sidebar,2,Last purchased within 1 week,17,original,3-cupcakes,1.0,-1.0,1.0,2.0
R_R9rAxbkMUkt1JD3,between 20 and 30,Female,Confident,Somewhat like,Windows,3.0,5.0,5.0,fixed-sidebar,3,Last purchansed more than 1 month ago,17,original,3-cupcakes,-2.0,-2.0,-3.0,-2.0
R_2Ug3SEeklouMcjf,between 20 and 30,Male,Confident,Neither like nor dislike,macOs,6.0,6.0,6.0,fixed-sidebar,4,Last purchased within 1 week,17,original,3-cupcakes,-2.0,-2.0,-2.0,-2.0
R_0wWEN41ItvEhPq1,between 20 and 30,Male,Very confident,Neither like nor dislike,macOs,5.0,5.0,5.0,fixed-sidebar,2,Last purchased within 1 week,17,original,3-cupcakes,1.0,1.0,1.0,1.0
R_1diRg3FdvVeuFW3,between 20 and 30,Female,Very confident,Somewhat like,macOs,5.0,6.0,5.0,fixed-sidebar,6,Last purchased within 1 week,17,original,3-cupcakes,0.0,1.0,-2.0,1.0
R_x41neWaLb6waSPf,between 20 and 30,Female,Confident,Somewhat like,macOs,6.0,6.0,6.0,fixed-sidebar,1,Last purchased within 1 week,17,original,3-cupcakes,2.0,2.0,1.0,1.0
R_1FA0BdICJQM8hHO,between 20 and 30,Male,Confident,Like,macOs,5.0,6.0,6.0,fixed-sidebar,2,Last purchased between 1 week and 1 month,17,original,3-cupcakes,2.0,2.0,2.0,2.0
R_28J2ielzrCfvy71,between 20 and 30,Male,Very confident,Somewhat dislike,macOs,7.0,6.0,5.0,fixed-sidebar,3,Last purchased between 1 week and 1 month,18,original,3-cupcakes,3.0,2.0,1.0,0.0
R_1lsl8kCjFiBTyzK,between 20 and 30,Male,Very confident,Like a lot,macOs,7.0,7.0,7.0,fixed-sidebar,6,Last purchased between 1 week and 1 month,18,original,3-cupcakes,-3.0,-3.0,0.0,0.0
R_UfKVwc8Ysy6pN1n,between 20 and 30,Female,Confident,Like,macOs,7.0,3.0,2.0,fixed-sidebar,3,Last purchased between 1 week and 1 month,18,original,3-cupcakes,2.0,2.0,2.0,2.0
R_1cTAX495KgNw4zW,between 20 and 30,Male,Confident,Somewhat dislike,macOs,6.0,5.0,7.0,fixed-sidebar,6,Last purchansed more than 1 month ago,18,original,3-cupcakes,-2.0,-1.0,-2.0,-1.0
R_3hDv6lQBiaJSbmx,between 20 and 30,Female,Very confident,Somewhat like,macOs,6.0,5.0,5.0,fixed-sidebar,2,Last purchased within 1 week,18,original,3-cupcakes,2.0,2.0,2.0,3.0
R_3JaYb1pOqZxJWjR,between 20 and 30,Male,Very confident,Like a lot,Other,6.0,6.0,3.0,fixed-sidebar,6,Last purchased within 1 week,18,original,3-cupcakes,-1.0,-1.0,-1.0,-1.0
R_4GvYKPN7O7VmLE5,between 20 and 30,Female,Very confident,Like a lot,Windows,5.0,6.0,4.0,fixed-sidebar,3,Last purchased within 1 week,18,original,3-cupcakes,2.0,2.0,2.0,2.0
R_BVzB1em5zins9Ed,between 20 and 30,Female,Very confident,Somewhat like,Windows,7.0,7.0,7.0,fixed-sidebar,6,Last purchased between 1 week and 1 month,18,original,3-cupcakes,2.0,2.0,2.0,2.0
R_3JEPAzSSS7vl7m8,between 20 and 30,Female,Confident,Somewhat like,macOs,6.0,4.0,6.0,fixed-sidebar,2,Last purchased within 1 week,18,original,3-cupcakes,1.0,-1.0,1.0,2.0
R_R9rAxbkMUkt1JD3,between 20 and 30,Female,Confident,Somewhat like,Windows,3.0,5.0,5.0,fixed-sidebar,3,Last purchansed more than 1 month ago,18,original,3-cupcakes,-2.0,-2.0,-3.0,-2.0
R_2Ug3SEeklouMcjf,between 20 and 30,Male,Confident,Neither like nor dislike,macOs,6.0,6.0,6.0,fixed-sidebar,4,Last purchased within 1 week,18,original,3-cupcakes,-2.0,-2.0,-2.0,-2.0
R_0wWEN41ItvEhPq1,between 20 and 30,Male,Very confident,Neither like nor dislike,macOs,5.0,5.0,5.0,fixed-sidebar,2,Last purchased within 1 week,18,original,3-cupcakes,1.0,1.0,1.0,1.0
R_1diRg3FdvVeuFW3,between 20 and 30,Female,Very confident,Somewhat like,macOs,5.0,6.0,5.0,fixed-sidebar,6,Last purchased within 1 week,18,original,3-cupcakes,0.0,1.0,-2.0,1.0
R_x41neWaLb6waSPf,between 20 and 30,Female,Confident,Somewhat like,macOs,6.0,6.0,6.0,fixed-sidebar,1,Last purchased within 1 week,18,original,3-cupcakes,2.0,2.0,1.0,1.0
R_1FA0BdICJQM8hHO,between 20 and 30,Male,Confident,Like,macOs,5.0,6.0,6.0,fixed-sidebar,2,Last purchased between 1 week and 1 month,18,original,3-cupcakes,2.0,2.0,2.0,2.0
R_1jg3libD6KGk9H6,between 20 and 30,Female,Very confident,Somewhat like,Windows,5.0,7.0,5.0,floating-sidebar,6,Last purchased between 1 week and 1 month,19,category_sidebar,6-cupcakes,1.0,2.0,0.0,0.0
R_1q1Bu2t44LidHJ7,between 20 and 30,Female,Not at all confident,Somewhat dislike,Windows,7.0,5.0,6.0,floating-sidebar,4,Last purchased within 1 week,19,category_sidebar,6-cupcakes,1.0,1.0,2.0,2.0
R_2QuIZZlVUGCBNnT,between 20 and 30,Male,Very confident,Neither like nor dislike,macOs,4.0,5.0,4.0,floating-sidebar,2,Last purchased within 1 week,19,category_sidebar,6-cupcakes,-1.0,-1.0,-1.0,0.0
R_3r0MPrhyKAiN456,between 20 and 30,Female,Very confident,Like a lot,macOs,4.0,4.0,4.0,floating-sidebar,1,Last purchased within 1 week,19,category_sidebar,6-cupcakes,-3.0,-3.0,-3.0,-3.0
R_pMA85t7Mv3uCvZv,between 20 and 30,Female,Somewhat confident,Like,Windows,3.0,6.0,3.0,floating-sidebar,1,Last purchased between 1 week and 1 month,19,category_sidebar,6-cupcakes,-2.0,-1.0,-3.0,-2.0
R_3lrDJAYNb7HdI4g,between 20 and 30,Female,Confident,Somewhat like,Windows,4.0,6.0,6.0,floating-sidebar,6,Last purchased within 1 week,19,category_sidebar,6-cupcakes,0.0,0.0,-1.0,0.0
R_prv1eb7fdBytdwB,between 20 and 30,Male,Confident,Neither like nor dislike,macOs,6.0,4.0,4.0,floating-sidebar,2,Last purchansed more than 1 month ago,19,category_sidebar,6-cupcakes,1.0,1.0,-1.0,1.0
R_1rqdXQIUzMSPgaI,between 20 and 30,Male,Confident,Like,Windows,3.0,3.0,3.0,floating-sidebar,5,Last purchansed more than 1 month ago,19,category_sidebar,6-cupcakes,3.0,3.0,3.0,3.0
R_sFoJmEO3bd10x9f,between 20 and 30,Female,Confident,Like,macOs,6.0,4.0,4.0,floating-sidebar,4,Last purchased between 1 week and 1 month,19,category_sidebar,6-cupcakes,-1.0,-1.0,0.0,-1.0
R_1jg3libD6KGk9H6,between 20 and 30,Female,Very confident,Somewhat like,Windows,5.0,7.0,5.0,floating-sidebar,6,Last purchased between 1 week and 1 month,21,category_sidebar,6-cupcakes,1.0,2.0,0.0,0.0
R_1q1Bu2t44LidHJ7,between 20 and 30,Female,Not at all confident,Somewhat dislike,Windows,7.0,5.0,6.0,floating-sidebar,4,Last purchased within 1 week,21,category_sidebar,6-cupcakes,1.0,1.0,2.0,2.0
R_2QuIZZlVUGCBNnT,between 20 and 30,Male,Very confident,Neither like nor dislike,macOs,4.0,5.0,4.0,floating-sidebar,2,Last purchased within 1 week,21,category_sidebar,6-cupcakes,-1.0,-1.0,-1.0,0.0
R_3r0MPrhyKAiN456,between 20 and 30,Female,Very confident,Like a lot,macOs,4.0,4.0,4.0,floating-sidebar,1,Last purchased within 1 week,21,category_sidebar,6-cupcakes,-3.0,-3.0,-3.0,-3.0
R_pMA85t7Mv3uCvZv,between 20 and 30,Female,Somewhat confident,Like,Windows,3.0,6.0,3.0,floating-sidebar,1,Last purchased between 1 week and 1 month,21,category_sidebar,6-cupcakes,-2.0,-1.0,-3.0,-2.0
R_3lrDJAYNb7HdI4g,between 20 and 30,Female,Confident,Somewhat like,Windows,4.0,6.0,6.0,floating-sidebar,6,Last purchased within 1 week,21,category_sidebar,6-cupcakes,0.0,0.0,-1.0,0.0
R_prv1eb7fdBytdwB,between 20 and 30,Male,Confident,Neither like nor dislike,macOs,6.0,4.0,4.0,floating-sidebar,2,Last purchansed more than 1 month ago,21,category_sidebar,6-cupcakes,1.0,1.0,-1.0,1.0
R_1rqdXQIUzMSPgaI,between 20 and 30,Male,Confident,Like,Windows,3.0,3.0,3.0,floating-sidebar,5,Last purchansed more than 1 month ago,21,category_sidebar,6-cupcakes,3.0,3.0,3.0,3.0
R_sFoJmEO3bd10x9f,between 20 and 30,Female,Confident,Like,macOs,6.0,4.0,4.0,floating-sidebar,4,Last purchased between 1 week and 1 month,21,category_sidebar,6-cupcakes,-1.0,-1.0,0.0,-1.0
R_1jg3libD6KGk9H6,between 20 and 30,Female,Very confident,Somewhat like,Windows,5.0,7.0,5.0,floating-sidebar,6,Last purchased between 1 week and 1 month,22,category_sidebar_with_sub-categorization,6-cupcakes,1.0,2.0,1.0,1.0
R_1q1Bu2t44LidHJ7,between 20 and 30,Female,Not at all confident,Somewhat dislike,Windows,7.0,5.0,6.0,floating-sidebar,4,Last purchased within 1 week,22,category_sidebar_with_sub-categorization,6-cupcakes,1.0,2.0,2.0,2.0
R_2QuIZZlVUGCBNnT,between 20 and 30,Male,Very confident,Neither like nor dislike,macOs,4.0,5.0,4.0,floating-sidebar,2,Last purchased within 1 week,22,category_sidebar_with_sub-categorization,6-cupcakes,-2.0,-2.0,-2.0,0.0
R_3r0MPrhyKAiN456,between 20 and 30,Female,Very confident,Like a lot,macOs,4.0,4.0,4.0,floating-sidebar,1,Last purchased within 1 week,22,category_sidebar_with_sub-categorization,6-cupcakes,-3.0,-3.0,-3.0,-3.0
R_pMA85t7Mv3uCvZv,between 20 and 30,Female,Somewhat confident,Like,Windows,3.0,6.0,3.0,floating-sidebar,1,Last purchased between 1 week and 1 month,22,category_sidebar_with_sub-categorization,6-cupcakes,1.0,-1.0,1.0,1.0
R_3lrDJAYNb7HdI4g,between 20 and 30,Female,Confident,Somewhat like,Windows,4.0,6.0,6.0,floating-sidebar,6,Last purchased within 1 week,22,category_sidebar_with_sub-categorization,6-cupcakes,0.0,0.0,0.0,0.0
R_prv1eb7fdBytdwB,between 20 and 30,Male,Confident,Neither like nor dislike,macOs,6.0,4.0,4.0,floating-sidebar,2,Last purchansed more than 1 month ago,22,category_sidebar_with_sub-categorization,6-cupcakes,1.0,1.0,-1.0,1.0
R_1rqdXQIUzMSPgaI,between 20 and 30,Male,Confident,Like,Windows,3.0,3.0,3.0,floating-sidebar,5,Last purchansed more than 1 month ago,22,category_sidebar_with_sub-categorization,6-cupcakes,3.0,3.0,3.0,3.0
R_sFoJmEO3bd10x9f,between 20 and 30,Female,Confident,Like,macOs,6.0,4.0,4.0,floating-sidebar,4,Last purchased between 1 week and 1 month,22,category_sidebar_with_sub-categorization,6-cupcakes,1.0,1.0,1.0,1.0
R_1jg3libD6KGk9H6,between 20 and 30,Female,Very confident,Somewhat like,Windows,5.0,7.0,5.0,floating-sidebar,6,Last purchased between 1 week and 1 month,23,category_sidebar_with_sub-categorization,6-cupcakes,1.0,2.0,1.0,1.0
R_1q1Bu2t44LidHJ7,between 20 and 30,Female,Not at all confident,Somewhat dislike,Windows,7.0,5.0,6.0,floating-sidebar,4,Last purchased within 1 week,23,category_sidebar_with_sub-categorization,6-cupcakes,1.0,2.0,2.0,2.0
R_2QuIZZlVUGCBNnT,between 20 and 30,Male,Very confident,Neither like nor dislike,macOs,4.0,5.0,4.0,floating-sidebar,2,Last purchased within 1 week,23,category_sidebar_with_sub-categorization,6-cupcakes,-2.0,-2.0,-2.0,0.0
R_3r0MPrhyKAiN456,between 20 and 30,Female,Very confident,Like a lot,macOs,4.0,4.0,4.0,floating-sidebar,1,Last purchased within 1 week,23,category_sidebar_with_sub-categorization,6-cupcakes,-3.0,-3.0,-3.0,-3.0
R_pMA85t7Mv3uCvZv,between 20 and 30,Female,Somewhat confident,Like,Windows,3.0,6.0,3.0,floating-sidebar,1,Last purchased between 1 week and 1 month,23,category_sidebar_with_sub-categorization,6-cupcakes,1.0,-1.0,1.0,1.0
R_3lrDJAYNb7HdI4g,between 20 and 30,Female,Confident,Somewhat like,Windows,4.0,6.0,6.0,floating-sidebar,6,Last purchased within 1 week,23,category_sidebar_with_sub-categorization,6-cupcakes,0.0,0.0,0.0,0.0
R_prv1eb7fdBytdwB,between 20 and 30,Male,Confident,Neither like nor dislike,macOs,6.0,4.0,4.0,floating-sidebar,2,Last purchansed more than 1 month ago,23,category_sidebar_with_sub-categorization,6-cupcakes,1.0,1.0,-1.0,1.0
R_1rqdXQIUzMSPgaI,between 20 and 30,Male,Confident,Like,Windows,3.0,3.0,3.0,floating-sidebar,5,Last purchansed more than 1 month ago,23,category_sidebar_with_sub-categorization,6-cupcakes,3.0,3.0,3.0,3.0
R_sFoJmEO3bd10x9f,between 20 and 30,Female,Confident,Like,macOs,6.0,4.0,4.0,floating-sidebar,4,Last purchased between 1 week and 1 month,23,category_sidebar_with_sub-categorization,6-cupcakes,1.0,1.0,1.0,1.0
R_1jg3libD6KGk9H6,between 20 and 30,Female,Very confident,Somewhat like,Windows,5.0,7.0,5.0,floating-sidebar,6,Last purchased between 1 week and 1 month,24,category_sidebar_with_sub-categorization,6-cupcakes,1.0,2.0,1.0,1.0
R_1q1Bu2t44LidHJ7,between 20 and 30,Female,Not at all confident,Somewhat dislike,Windows,7.0,5.0,6.0,floating-sidebar,4,Last purchased within 1 week,24,category_sidebar_with_sub-categorization,6-cupcakes,1.0,2.0,2.0,2.0
R_2QuIZZlVUGCBNnT,between 20 and 30,Male,Very confident,Neither like nor dislike,macOs,4.0,5.0,4.0,floating-sidebar,2,Last purchased within 1 week,24,category_sidebar_with_sub-categorization,6-cupcakes,-2.0,-2.0,-2.0,0.0
R_3r0MPrhyKAiN456,between 20 and 30,Female,Very confident,Like a lot,macOs,4.0,4.0,4.0,floating-sidebar,1,Last purchased within 1 week,24,category_sidebar_with_sub-categorization,6-cupcakes,-3.0,-3.0,-3.0,-3.0
R_pMA85t7Mv3uCvZv,between 20 and 30,Female,Somewhat confident,Like,Windows,3.0,6.0,3.0,floating-sidebar,1,Last purchased between 1 week and 1 month,24,category_sidebar_with_sub-categorization,6-cupcakes,1.0,-1.0,1.0,1.0
R_3lrDJAYNb7HdI4g,between 20 and 30,Female,Confident,Somewhat like,Windows,4.0,6.0,6.0,floating-sidebar,6,Last purchased within 1 week,24,category_sidebar_with_sub-categorization,6-cupcakes,0.0,0.0,0.0,0.0
R_prv1eb7fdBytdwB,between 20 and 30,Male,Confident,Neither like nor dislike,macOs,6.0,4.0,4.0,floating-sidebar,2,Last purchansed more than 1 month ago,24,category_sidebar_with_sub-categorization,6-cupcakes,1.0,1.0,-1.0,1.0
R_1rqdXQIUzMSPgaI,between 20 and 30,Male,Confident,Like,Windows,3.0,3.0,3.0,floating-sidebar,5,Last purchansed more than 1 month ago,24,category_sidebar_with_sub-categorization,6-cupcakes,3.0,3.0,3.0,3.0
R_sFoJmEO3bd10x9f,between 20 and 30,Female,Confident,Like,macOs,6.0,4.0,4.0,floating-sidebar,4,Last purchased between 1 week and 1 month,24,category_sidebar_with_sub-categorization,6-cupcakes,1.0,1.0,1.0,1.0
R_1jg3libD6KGk9H6,between 20 and 30,Female,Very confident,Somewhat like,Windows,5.0,7.0,5.0,floating-sidebar,6,Last purchased between 1 week and 1 month,25,original,6-cupcakes,1.0,2.0,-1.0,0.0
R_1q1Bu2t44LidHJ7,between 20 and 30,Female,Not at all confident,Somewhat dislike,Windows,7.0,5.0,6.0,floating-sidebar,4,Last purchased within 1 week,25,original,6-cupcakes,1.0,1.0,1.0,2.0
R_2QuIZZlVUGCBNnT,between 20 and 30,Male,Very confident,Neither like nor dislike,macOs,4.0,5.0,4.0,floating-sidebar,2,Last purchased within 1 week,25,original,6-cupcakes,-2.0,-2.0,-2.0,0.0
R_3r0MPrhyKAiN456,between 20 and 30,Female,Very confident,Like a lot,macOs,4.0,4.0,4.0,floating-sidebar,1,Last purchased within 1 week,25,original,6-cupcakes,-1.0,-1.0,-1.0,-1.0
